				R openBLAS					R MKL					MKL vs openBLAS		
				Runtime			Speedup		Runtime			Speedup		Mean & stdev	1.3	0.7
p	n	m	missing	cor	naive	matrix	naive	matrix	cor	naive	matrix	naive	matrix			
250	7250	1000	0.4	16.881	4.528	0.512	3.7	33.0	16.784	4.262	0.414	3.9	40.5		1.2	
250	7250	1000	0.5	17.035	4.361	0.498	3.9	34.2	17.124	4.292	0.444	4.0	38.6		1.1	
250	7500	1000	0	17.524	4.610	0.490	3.8	35.8	17.186	4.447	0.483	3.9	35.6		1.0	
250	7500	1000	0.1	17.531	4.627	0.500	3.8	35.1	17.267	4.478	0.665	3.9	26.0		0.8	
250	7500	1000	0.2	17.579	4.608	0.530	3.8	33.2	17.187	4.459	0.537	3.9	32.0		1.0	
250	7500	1000	0.3	17.568	4.624	0.597	3.8	29.4	17.171	4.492	0.508	3.8	33.8		1.2	
250	7500	1000	0.4	17.561	4.602	0.537	3.8	32.7	17.215	4.444	0.508	3.9	33.9		1.1	
250	7500	1000	0.5	17.527	4.580	0.495	3.8	35.4	17.367	4.475	0.514	3.9	33.8		1.0	
250	7750	1000	0	18.495	4.782	0.484	3.9	38.2	17.840	4.625	0.536	3.9	33.3		0.9	
250	7750	1000	0.1	18.235	4.729	0.444	3.9	41.1	17.769	4.658	0.564	3.8	31.5		0.8	
250	7750	1000	0.2	18.202	4.731	0.502	3.8	36.3	17.889	4.635	0.575	3.9	31.1		0.9	
250	7750	1000	0.3	18.302	4.764	0.504	3.8	36.3	17.816	4.615	0.552	3.9	32.3		0.9	
250	7750	1000	0.4	18.163	4.764	0.592	3.8	30.7	18.615	4.636	0.559	4.0	33.3		1.1	
250	7750	1000	0.5	18.499	4.778	0.555	3.9	33.3	17.873	4.620	0.521	3.9	34.3		1.1	
250	8000	1000	0	18.754	4.853	0.519	3.9	36.1	18.339	4.714	0.572	3.9	32.1		0.9	
250	8000	1000	0.1	18.785	4.958	0.590	3.8	31.8	18.316	4.689	0.514	3.9	35.6		1.1	
250	8000	1000	0.2	19.115	4.944	0.534	3.9	35.8	18.346	4.785	0.628	3.8	29.2		0.9	
250	8000	1000	0.3	18.724	4.920	0.618	3.8	30.3	18.314	4.737	0.672	3.9	27.3		0.9	
250	8000	1000	0.4	18.749	4.909	0.567	3.8	33.1	18.340	4.710	0.649	3.9	28.3		0.9	
250	8000	1000	0.5	18.764	4.993	0.531	3.8	35.3	18.368	4.773	0.680	3.8	27.0		0.8	
250	8250	1000	0	19.406	5.111	0.522	3.8	37.2	19.236	4.939	0.589	3.9	32.7		0.9	
250	8250	1000	0.1	19.339	5.080	0.598	3.8	32.3	19.120	4.938	0.599	3.9	31.9		1.0	
250	8250	1000	0.2	19.684	5.161	0.532	3.8	37.0	18.916	4.883	0.625	3.9	30.3		0.9	
250	8250	1000	0.3	19.739	5.143	0.559	3.8	35.3	18.920	4.901	0.587	3.9	32.2		1.0	
250	8250	1000	0.4	19.409	5.073	0.582	3.8	33.3	18.884	4.985	0.617	3.8	30.6		0.9	
250	8250	1000	0.5	19.338	5.149	0.448	3.8	43.2	18.980	4.893	0.584	3.9	32.5		0.8	
250	8500	1000	0	19.967	5.236	0.582	3.8	34.3	19.437	5.042	0.603	3.9	32.2		1.0	
250	8500	1000	0.1	19.973	5.368	0.570	3.7	35.0	19.552	5.113	0.665	3.8	29.4		0.9	
250	8500	1000	0.2	19.966	5.294	0.495	3.8	40.3	19.531	5.049	0.573	3.9	34.1		0.9	
250	8500	1000	0.3	19.972	5.209	0.514	3.8	38.9	19.483	5.062	0.556	3.8	35.0		0.9	
250	8500	1000	0.4	20.262	5.222	0.536	3.9	37.8	19.489	5.093	0.651	3.8	29.9		0.8	
250	8500	1000	0.5	20.721	5.257	0.514	3.9	40.3	19.466	5.056	0.587	3.9	33.2		0.9	
250	8750	1000	0	20.638	5.441	0.558	3.8	37.0	20.069	5.209	0.611	3.9	32.8		0.9	
250	8750	1000	0.1	20.627	5.497	0.519	3.8	39.7	20.091	5.196	0.524	3.9	38.3		1.0	
250	8750	1000	0.2	20.571	5.433	0.538	3.8	38.2	20.050	5.168	0.578	3.9	34.7		0.9	
250	8750	1000	0.3	20.622	5.430	0.545	3.8	37.8	20.133	5.235	0.621	3.8	32.4		0.9	
250	8750	1000	0.4	20.646	5.479	0.528	3.8	39.1	20.152	5.201	0.524	3.9	38.5		1.0	
250	8750	1000	0.5	20.622	5.483	0.525	3.8	39.3	20.233	5.187	0.541	3.9	37.4		1.0	
250	9000	1000	0	21.233	5.507	0.502	3.9	42.3	20.942	5.396	0.672	3.9	31.2		0.7	
250	9000	1000	0.1	21.225	5.648	0.532	3.8	39.9	20.822	5.370	0.587	3.9	35.5		0.9	
250	9000	1000	0.2	21.417	5.665	0.603	3.8	35.5	20.712	5.392	0.700	3.8	29.6		0.9	
250	9000	1000	0.3	21.613	5.621	0.595	3.8	36.3	20.944	5.383	0.716	3.9	29.3		0.8	
250	9000	1000	0.4	21.519	5.539	0.556	3.9	38.7	20.838	5.370	0.723	3.9	28.8		0.8	
250	9000	1000	0.5	21.287	5.722	0.592	3.7	36.0	21.013	5.487	0.698	3.8	30.1		0.8	
250	9250	1000	0	21.894	5.763	0.547	3.8	40.0	21.726	5.606	0.740	3.9	29.4		0.7	
250	9250	1000	0.1	21.896	5.822	0.583	3.8	37.6	21.598	5.655	0.758	3.8	28.5		0.8	
250	9250	1000	0.2	21.914	5.765	0.566	3.8	38.7	21.377	5.597	0.759	3.8	28.2		0.7	
250	9250	1000	0.3	21.906	5.780	0.554	3.8	39.5	21.433	5.581	0.802	3.8	26.7		0.7	
250	9250	1000	0.4	21.907	5.755	0.555	3.8	39.5	21.445	5.613	0.630	3.8	34.0		0.9	
250	9250	1000	0.5	21.922	5.794	0.546	3.8	40.2	21.426	5.580	0.713	3.8	30.1		0.8	
250	9500	1000	0	22.558	5.988	0.580	3.8	38.9	22.141	5.780	0.698	3.8	31.7		0.8	
250	9500	1000	0.1	22.713	6.019	0.585	3.8	38.8	22.016	5.817	0.632	3.8	34.8		0.9	
250	9500	1000	0.2	22.557	5.869	0.582	3.8	38.8	22.002	5.808	0.776	3.8	28.4		0.8	
250	9500	1000	0.3	22.593	6.012	0.578	3.8	39.1	22.125	5.780	0.746	3.8	29.7		0.8	
250	9500	1000	0.4	22.930	5.985	0.683	3.8	33.6	22.066	5.967	0.789	3.7	28.0		0.9	
250	9500	1000	0.5	22.565	5.991	0.624	3.8	36.2	22.140	5.744	0.796	3.9	27.8		0.8	
250	9750	1000	0	23.293	6.312	0.556	3.7	41.9	22.628	5.962	0.706	3.8	32.1		0.8	
250	9750	1000	0.1	23.209	6.134	0.620	3.8	37.4	22.603	5.907	0.693	3.8	32.6		0.9	
250	9750	1000	0.2	23.151	6.194	0.557	3.7	41.6	22.601	5.926	0.670	3.8	33.7		0.8	
250	9750	1000	0.3	23.217	6.114	0.651	3.8	35.7	22.628	5.958	0.625	3.8	36.2		1.0	
250	9750	1000	0.4	23.134	6.199	0.639	3.7	36.2	22.614	5.938	0.698	3.8	32.4		0.9	
250	9750	1000	0.5	23.459	6.158	0.549	3.8	42.7	22.636	5.912	0.702	3.8	32.2		0.8	
250	10000	1000	0	23.831	6.437	0.617	3.7	38.6	23.211	6.048	0.634	3.8	36.6		1.0	
250	10000	1000	0.1	24.056	6.435	0.605	3.7	39.8	23.232	6.074	0.619	3.8	37.5		1.0	
250	10000	1000	0.2	23.772	6.459	0.587	3.7	40.5	23.232	6.000	0.637	3.9	36.5		0.9	
250	10000	1000	0.3	23.806	6.212	0.653	3.8	36.5	23.302	6.006	0.657	3.9	35.5		1.0	
250	10000	1000	0.4	23.798	6.466	0.681	3.7	34.9	24.008	5.948	0.764	4.0	31.4		0.9	
250	10000	1000	0.5	23.797	6.497	0.704	3.7	33.8	23.512	5.960	0.675	3.9	34.8		1.0	
250	250	1250	0	0.746	0.178	0.253	4.2	2.9	0.853	0.196	0.109	4.4	7.8		2.3	
250	250	1250	0.1	0.723	0.173	0.245	4.2	3.0	0.847	0.191	0.078	4.4	10.9		3.1	
250	250	1250	0.2	0.773	0.186	0.280	4.2	2.8	0.858	0.175	0.138	4.9	6.2		2.0	
250	250	1250	0.3	0.738	0.177	0.262	4.2	2.8	0.853	0.215	0.183	4.0	4.7		1.4	
250	250	1250	0.4	0.725	0.173	0.251	4.2	2.9	0.866	0.182	0.068	4.8	12.7		3.7	
250	250	1250	0.5	0.719	0.174	0.257	4.1	2.8	0.835	0.175	0.119	4.8	7.0		2.2	
250	500	1250	0	1.504	0.372	0.261	4.0	5.8	1.485	0.376	0.200	3.9	7.4		1.3	
250	500	1250	0.1	1.439	0.345	0.295	4.2	4.9	1.532	0.356	0.193	4.3	7.9		1.5	
250	500	1250	0.2	1.487	0.355	0.290	4.2	5.1	1.518	0.346	0.223	4.4	6.8		1.3	
250	500	1250	0.3	1.446	0.351	0.260	4.1	5.6	1.549	0.362	0.163	4.3	9.5		1.6	
250	500	1250	0.4	1.455	0.359	0.299	4.1	4.9	1.560	0.353	0.189	4.4	8.3		1.6	
250	500	1250	0.5	1.462	0.356	0.274	4.1	5.3	1.543	0.348	0.161	4.4	9.6		1.7	
250	750	1250	0	2.187	0.533	0.277	4.1	7.9	2.235	0.515	0.181	4.3	12.3		1.5	
250	750	1250	0.1	2.153	0.517	0.251	4.2	8.6	2.207	0.520	0.106	4.2	20.8		2.4	
250	750	1250	0.2	2.209	0.534	0.265	4.1	8.3	2.221	0.533	0.124	4.2	17.9		2.1	
250	750	1250	0.3	2.186	0.530	0.283	4.1	7.7	2.254	0.520	0.160	4.3	14.1		1.8	
250	750	1250	0.4	2.163	0.522	0.257	4.1	8.4	2.382	0.519	0.140	4.6	17.0		1.8	
250	750	1250	0.5	2.199	0.545	0.294	4.0	7.5	2.204	0.521	0.111	4.2	19.9		2.6	
250	1000	1250	0	3.029	0.707	0.301	4.3	10.1	2.912	0.690	0.188	4.2	15.5		1.6	
250	1000	1250	0.1	2.922	0.693	0.315	4.2	9.3	2.902	0.706	0.162	4.1	17.9		1.9	
250	1000	1250	0.2	2.908	0.716	0.329	4.1	8.8	2.897	0.700	0.150	4.1	19.3		2.2	
250	1000	1250	0.3	2.909	0.737	0.338	3.9	8.6	2.931	0.689	0.168	4.3	17.4		2.0	
250	1000	1250	0.4	2.903	0.690	0.309	4.2	9.4	2.886	0.703	0.152	4.1	19.0		2.0	
250	1000	1250	0.5	2.935	0.700	0.318	4.2	9.2	2.902	0.696	0.135	4.2	21.5		2.4	
250	1250	1250	0	3.709	0.887	0.356	4.2	10.4	3.572	0.873	0.176	4.1	20.3		2.0	
250	1250	1250	0.1	3.619	0.891	0.344	4.1	10.5	3.571	0.874	0.156	4.1	22.9		2.2	
250	1250	1250	0.2	3.710	0.871	0.286	4.3	13.0	3.637	0.886	0.240	4.1	15.2		1.2	
250	1250	1250	0.3	3.641	0.877	0.298	4.2	12.2	3.623	0.866	0.181	4.2	20.0		1.6	
250	1250	1250	0.4	3.641	0.870	0.334	4.2	10.9	3.595	0.867	0.212	4.1	17.0		1.6	
250	1250	1250	0.5	3.728	0.874	0.374	4.3	10.0	3.661	0.871	0.216	4.2	16.9		1.7	
250	1500	1250	0	4.347	1.081	0.364	4.0	11.9	4.626	1.049	0.281	4.4	16.5		1.3	
250	1500	1250	0.1	4.433	1.046	0.341	4.2	13.0	4.316	1.044	0.251	4.1	17.2		1.4	
250	1500	1250	0.2	4.383	1.052	0.329	4.2	13.3	4.284	1.030	0.245	4.2	17.5		1.3	
250	1500	1250	0.3	4.436	1.064	0.376	4.2	11.8	4.328	1.054	0.250	4.1	17.3		1.5	
250	1500	1250	0.4	4.346	1.082	0.386	4.0	11.3	4.380	1.050	0.200	4.2	21.9		1.9	
250	1500	1250	0.5	4.440	1.052	0.357	4.2	12.4	4.560	1.029	0.179	4.4	25.5		2.0	
250	1750	1250	0	5.108	1.257	0.359	4.1	14.2	5.092	1.215	0.288	4.2	17.7		1.2	
250	1750	1250	0.1	5.104	1.260	0.409	4.1	12.5	5.047	1.207	0.218	4.2	23.2		1.9	
250	1750	1250	0.2	5.197	1.220	0.355	4.3	14.6	4.983	1.228	0.234	4.1	21.3		1.5	
250	1750	1250	0.3	5.096	1.297	0.390	3.9	13.1	5.166	1.213	0.250	4.3	20.7		1.6	
250	1750	1250	0.4	5.168	1.223	0.376	4.2	13.7	5.151	1.218	0.251	4.2	20.5		1.5	
250	1750	1250	0.5	5.116	1.275	0.403	4.0	12.7	5.051	1.222	0.262	4.1	19.3		1.5	
250	2000	1250	0	5.912	1.426	0.412	4.1	14.3	5.719	1.402	0.276	4.1	20.7		1.5	
250	2000	1250	0.1	5.865	1.442	0.372	4.1	15.8	5.726	1.407	0.310	4.1	18.5		1.2	
250	2000	1250	0.2	5.908	1.397	0.399	4.2	14.8	5.735	1.380	0.268	4.2	21.4		1.5	
250	2000	1250	0.3	5.847	1.433	0.384	4.1	15.2	5.747	1.397	0.257	4.1	22.4		1.5	
250	2000	1250	0.4	5.858	1.424	0.345	4.1	17.0	5.745	1.396	0.285	4.1	20.2		1.2	
250	2000	1250	0.5	5.888	1.443	0.338	4.1	17.4	5.747	1.384	0.236	4.2	24.4		1.4	
250	2250	1250	0	6.653	1.610	0.422	4.1	15.8	6.449	1.599	0.395	4.0	16.3		1.1	
250	2250	1250	0.1	6.853	1.595	0.376	4.3	18.2	6.444	1.571	0.399	4.1	16.2		0.9	
250	2250	1250	0.2	6.681	1.606	0.383	4.2	17.4	6.431	1.597	0.436	4.0	14.8		0.9	
250	2250	1250	0.3	6.650	1.571	0.390	4.2	17.1	6.487	1.573	0.392	4.1	16.5		1.0	
250	2250	1250	0.4	6.666	1.614	0.325	4.1	20.5	6.492	1.597	0.391	4.1	16.6		0.8	
250	2250	1250	0.5	6.546	1.658	0.404	3.9	16.2	6.444	1.575	0.322	4.1	20.0		1.3	
250	2500	1250	0	7.376	1.842	0.367	4.0	20.1	7.196	1.782	0.329	4.0	21.9		1.1	
250	2500	1250	0.1	7.365	1.756	0.386	4.2	19.1	7.199	1.775	0.252	4.1	28.6		1.5	
250	2500	1250	0.2	7.396	1.816	0.443	4.1	16.7	7.192	1.783	0.294	4.0	24.5		1.5	
250	2500	1250	0.3	7.428	1.767	0.396	4.2	18.8	7.266	1.786	0.278	4.1	26.1		1.4	
250	2500	1250	0.4	7.323	1.816	0.408	4.0	17.9	7.171	1.783	0.214	4.0	33.5		1.9	
250	2500	1250	0.5	7.336	1.806	0.390	4.1	18.8	7.186	1.779	0.216	4.0	33.3		1.8	
250	2750	1250	0	8.105	1.992	0.382	4.1	21.2	7.925	1.942	0.286	4.1	27.7		1.3	
250	2750	1250	0.1	8.113	1.994	0.363	4.1	22.3	7.913	1.943	0.310	4.1	25.5		1.2	
250	2750	1250	0.2	8.113	1.981	0.411	4.1	19.7	7.931	1.955	0.299	4.1	26.5		1.4	
250	2750	1250	0.3	8.115	1.976	0.449	4.1	18.1	7.919	1.959	0.301	4.0	26.3		1.5	
250	2750	1250	0.4	8.134	1.966	0.407	4.1	20.0	7.917	1.942	0.293	4.1	27.0		1.4	
250	2750	1250	0.5	8.136	2.006	0.376	4.1	21.6	7.950	1.978	0.290	4.0	27.4		1.3	
250	3000	1250	0	8.938	2.236	0.397	4.0	22.5	8.816	2.125	0.296	4.1	29.8		1.3	
250	3000	1250	0.1	8.924	2.195	0.381	4.1	23.4	8.665	2.156	0.334	4.0	25.9		1.1	
250	3000	1250	0.2	9.208	2.180	0.451	4.2	20.4	8.683	2.133	0.372	4.1	23.3		1.2	
250	3000	1250	0.3	8.958	2.133	0.428	4.2	20.9	8.905	2.153	0.413	4.1	21.6		1.0	
250	3000	1250	0.4	8.924	2.121	0.405	4.2	22.0	8.674	2.151	0.371	4.0	23.4		1.1	
250	3000	1250	0.5	8.928	2.211	0.474	4.0	18.8	8.673	2.162	0.282	4.0	30.8		1.7	
250	3250	1250	0	9.689	2.413	0.412	4.0	23.5	9.407	2.335	0.368	4.0	25.6		1.1	
250	3250	1250	0.1	9.609	2.402	0.468	4.0	20.5	9.399	2.320	0.309	4.1	30.4		1.5	
250	3250	1250	0.2	9.648	2.349	0.403	4.1	23.9	9.424	2.324	0.324	4.1	29.1		1.2	
250	3250	1250	0.3	9.998	2.451	0.455	4.1	22.0	9.399	2.348	0.299	4.0	31.4		1.5	
250	3250	1250	0.4	9.981	2.399	0.465	4.2	21.5	9.385	2.355	0.343	4.0	27.4		1.4	
250	3250	1250	0.5	9.626	2.442	0.364	3.9	26.4	9.389	2.333	0.395	4.0	23.8		0.9	
250	3500	1250	0	10.420	2.556	0.444	4.1	23.5	10.177	2.531	0.356	4.0	28.6		1.2	
250	3500	1250	0.1	10.362	2.633	0.447	3.9	23.2	10.166	2.543	0.330	4.0	30.8		1.4	
250	3500	1250	0.2	10.374	2.627	0.426	3.9	24.4	10.179	2.546	0.303	4.0	33.6		1.4	
250	3500	1250	0.3	10.429	2.634	0.458	4.0	22.8	10.156	2.557	0.333	4.0	30.5		1.4	
250	3500	1250	0.4	10.406	2.635	0.379	3.9	27.5	10.308	2.538	0.418	4.1	24.7		0.9	
250	3500	1250	0.5	10.429	2.597	0.433	4.0	24.1	10.136	2.569	0.419	3.9	24.2		1.0	
250	3750	1250	0	11.174	2.839	0.423	3.9	26.4	10.954	2.747	0.453	4.0	24.2		0.9	
250	3750	1250	0.1	11.140	2.854	0.469	3.9	23.8	11.032	2.804	0.394	3.9	28.0		1.2	
250	3750	1250	0.2	11.155	2.820	0.414	4.0	26.9	10.995	2.736	0.399	4.0	27.6		1.0	
250	3750	1250	0.3	11.147	2.814	0.483	4.0	23.1	10.889	2.790	0.338	3.9	32.2		1.4	
250	3750	1250	0.4	11.132	2.827	0.421	3.9	26.4	10.915	2.746	0.344	4.0	31.7		1.2	
250	3750	1250	0.5	11.136	2.825	0.398	3.9	28.0	10.906	2.787	0.377	3.9	28.9		1.1	
250	4000	1250	0	11.952	3.047	0.405	3.9	29.5	11.608	3.003	0.466	3.9	24.9		0.9	
250	4000	1250	0.1	11.943	3.012	0.513	4.0	23.3	11.633	3.006	0.500	3.9	23.3		1.0	
250	4000	1250	0.2	11.814	3.085	0.507	3.8	23.3	11.551	3.021	0.377	3.8	30.6		1.3	
250	4000	1250	0.3	11.970	3.035	0.480	3.9	24.9	11.644	2.946	0.356	4.0	32.7		1.3	
250	4000	1250	0.4	11.914	3.017	0.441	3.9	27.0	11.727	2.913	0.403	4.0	29.1		1.1	
250	4000	1250	0.5	11.824	3.091	0.444	3.8	26.6	11.650	2.972	0.325	3.9	35.8		1.4	
250	4250	1250	0	12.772	3.236	0.408	3.9	31.3	12.443	3.253	0.387	3.8	32.2		1.1	
250	4250	1250	0.1	12.578	3.374	0.495	3.7	25.4	12.447	3.131	0.364	4.0	34.2		1.4	
250	4250	1250	0.2	12.760	3.173	0.512	4.0	24.9	12.531	3.093	0.372	4.1	33.7		1.4	
250	4250	1250	0.3	12.676	3.368	0.444	3.8	28.5	12.420	3.116	0.397	4.0	31.3		1.1	
250	4250	1250	0.4	12.637	3.244	0.425	3.9	29.7	12.348	3.209	0.408	3.8	30.3		1.0	
250	4250	1250	0.5	12.775	3.236	0.438	3.9	29.2	12.311	3.252	0.433	3.8	28.4		1.0	
250	4500	1250	0	13.331	3.537	0.475	3.8	28.1	13.227	3.343	0.400	4.0	33.1		1.2	
250	4500	1250	0.1	13.163	3.629	0.572	3.6	23.0	13.098	3.385	0.448	3.9	29.2		1.3	
250	4500	1250	0.2	13.730	3.414	0.588	4.0	23.4	13.079	3.416	0.462	3.8	28.3		1.3	
250	4500	1250	0.3	13.530	3.319	0.525	4.1	25.8	13.134	3.372	0.523	3.9	25.1		1.0	
250	4500	1250	0.4	13.554	3.370	0.495	4.0	27.4	13.162	3.384	0.512	3.9	25.7		1.0	
250	4500	1250	0.5	13.468	3.423	0.486	3.9	27.7	13.108	3.388	0.526	3.9	24.9		0.9	
250	4750	1250	0	14.246	3.622	0.476	3.9	29.9	14.061	3.570	0.497	3.9	28.3		1.0	
250	4750	1250	0.1	14.301	3.587	0.427	4.0	33.5	13.877	3.593	0.526	3.9	26.4		0.8	
250	4750	1250	0.2	14.357	3.520	0.460	4.1	31.2	13.871	3.604	0.510	3.8	27.2		0.9	
250	4750	1250	0.3	14.283	3.540	0.512	4.0	27.9	13.866	3.623	0.465	3.8	29.8		1.1	
250	4750	1250	0.4	14.208	3.616	0.508	3.9	28.0	13.838	3.625	0.533	3.8	26.0		1.0	
250	4750	1250	0.5	13.921	3.857	0.573	3.6	24.3	13.851	3.589	0.474	3.9	29.2		1.2	
250	5000	1250	0	14.813	3.974	0.485	3.7	30.5	14.574	3.778	0.549	3.9	26.5		0.9	
250	5000	1250	0.1	14.953	3.856	0.456	3.9	32.8	14.601	3.769	0.506	3.9	28.9		0.9	
250	5000	1250	0.2	15.037	3.753	0.495	4.0	30.4	14.955	3.819	0.587	3.9	25.5		0.8	
250	5000	1250	0.3	15.100	4.036	0.517	3.7	29.2	14.577	3.795	0.497	3.8	29.3		1.0	
250	5000	1250	0.4	15.247	3.876	0.538	3.9	28.3	14.583	3.781	0.448	3.9	32.6		1.2	
250	5000	1250	0.5	14.991	3.789	0.445	4.0	33.7	14.591	3.764	0.491	3.9	29.7		0.9	
250	5250	1250	0	15.626	4.140	0.525	3.8	29.8	15.341	4.005	0.591	3.8	26.0		0.9	
250	5250	1250	0.1	15.719	4.091	0.467	3.8	33.7	15.326	3.946	0.520	3.9	29.5		0.9	
250	5250	1250	0.2	15.617	4.176	0.559	3.7	27.9	15.292	3.992	0.559	3.8	27.4		1.0	
250	5250	1250	0.3	15.724	4.007	0.523	3.9	30.1	15.314	3.997	0.488	3.8	31.4		1.1	
250	5250	1250	0.4	15.575	4.190	0.503	3.7	31.0	15.323	4.000	0.493	3.8	31.1		1.0	
250	5250	1250	0.5	15.719	3.998	0.520	3.9	30.2	15.388	4.001	0.583	3.8	26.4		0.9	
250	5500	1250	0	16.353	4.342	0.495	3.8	33.0	16.045	4.219	0.576	3.8	27.9		0.9	
250	5500	1250	0.1	16.363	4.352	0.554	3.8	29.5	16.030	4.254	0.610	3.8	26.3		0.9	
250	5500	1250	0.2	16.403	4.291	0.509	3.8	32.2	16.377	4.231	0.586	3.9	27.9		0.9	
250	5500	1250	0.3	16.399	4.362	0.521	3.8	31.5	16.734	4.273	0.555	3.9	30.2		0.9	
250	5500	1250	0.4	16.463	4.219	0.510	3.9	32.3	16.096	4.220	0.604	3.8	26.6		0.8	
250	5500	1250	0.5	16.351	4.325	0.519	3.8	31.5	16.039	4.214	0.574	3.8	27.9		0.9	
250	5750	1250	0	17.134	4.482	0.526	3.8	32.6	16.863	4.398	0.570	3.8	29.6		0.9	
250	5750	1250	0.1	17.178	4.456	0.538	3.9	31.9	16.853	4.384	0.517	3.8	32.6		1.0	
250	5750	1250	0.2	17.165	4.480	0.570	3.8	30.1	16.837	4.424	0.545	3.8	30.9		1.0	
250	5750	1250	0.3	17.117	4.526	0.493	3.8	34.7	16.830	4.378	0.518	3.8	32.5		1.0	
250	5750	1250	0.4	17.163	4.494	0.506	3.8	33.9	16.829	4.418	0.525	3.8	32.1		1.0	
250	5750	1250	0.5	17.176	4.516	0.504	3.8	34.1	16.834	4.379	0.637	3.8	26.4		0.8	
250	6000	1250	0	17.913	4.662	0.603	3.8	29.7	17.704	4.577	0.641	3.9	27.6		0.9	
250	6000	1250	0.1	17.995	4.771	0.556	3.8	32.4	17.584	4.552	0.597	3.9	29.5		0.9	
250	6000	1250	0.2	17.875	4.710	0.537	3.8	33.3	17.551	4.590	0.548	3.8	32.0		1.0	
250	6000	1250	0.3	17.876	4.715	0.557	3.8	32.1	17.641	4.555	0.589	3.9	30.0		0.9	
250	6000	1250	0.4	17.894	4.765	0.494	3.8	36.2	17.631	4.585	0.587	3.8	30.0		0.8	
250	6000	1250	0.5	17.881	4.741	0.557	3.8	32.1	17.550	4.593	0.548	3.8	32.0		1.0	
250	6250	1250	0	18.661	4.890	0.600	3.8	31.1	18.674	4.819	0.624	3.9	29.9		1.0	
250	6250	1250	0.1	18.611	4.981	0.497	3.7	37.4	18.337	4.786	0.549	3.8	33.4		0.9	
250	6250	1250	0.2	18.668	4.896	0.619	3.8	30.2	18.287	4.821	0.696	3.8	26.3		0.9	
250	6250	1250	0.3	18.695	4.831	0.600	3.9	31.2	18.654	4.804	0.504	3.9	37.0		1.2	
250	6250	1250	0.4	18.719	4.946	0.563	3.8	33.2	18.280	4.809	0.628	3.8	29.1		0.9	
250	6250	1250	0.5	18.629	4.929	0.574	3.8	32.5	18.366	4.793	0.598	3.8	30.7		1.0	
250	6500	1250	0	19.420	5.130	0.521	3.8	37.3	19.087	4.968	0.715	3.8	26.7		0.7	
250	6500	1250	0.1	19.373	5.056	0.522	3.8	37.1	19.121	5.033	0.694	3.8	27.6		0.8	
250	6500	1250	0.2	19.383	5.132	0.505	3.8	38.4	19.062	5.006	0.561	3.8	34.0		0.9	
250	6500	1250	0.3	19.789	5.051	0.571	3.9	34.7	19.067	5.006	0.612	3.8	31.2		0.9	
250	6500	1250	0.4	19.462	5.114	0.531	3.8	36.7	19.079	4.941	0.534	3.9	35.7		1.0	
250	6500	1250	0.5	19.433	5.164	0.633	3.8	30.7	19.296	5.057	0.646	3.8	29.9		1.0	
250	6750	1250	0	20.239	5.349	0.602	3.8	33.6	19.806	5.157	0.641	3.8	30.9		0.9	
250	6750	1250	0.1	20.178	5.334	0.519	3.8	38.9	19.768	5.229	0.612	3.8	32.3		0.8	
250	6750	1250	0.2	20.213	5.302	0.527	3.8	38.4	19.879	5.136	0.632	3.9	31.5		0.8	
250	6750	1250	0.3	20.426	5.328	0.603	3.8	33.9	19.757	5.191	0.619	3.8	31.9		1.0	
250	6750	1250	0.4	20.204	5.363	0.599	3.8	33.7	19.764	5.186	0.639	3.8	30.9		0.9	
250	6750	1250	0.5	20.134	5.256	0.562	3.8	35.8	19.769	5.174	0.680	3.8	29.1		0.8	
250	7000	1250	0	21.323	5.499	0.544	3.9	39.2	20.561	5.518	0.674	3.7	30.5		0.8	
250	7000	1250	0.1	20.898	5.559	0.561	3.8	37.3	20.498	5.511	0.692	3.7	29.6		0.8	
250	7000	1250	0.2	20.963	5.626	0.491	3.7	42.7	20.486	5.476	0.647	3.7	31.7		0.8	
250	7000	1250	0.3	21.167	5.510	0.521	3.8	40.6	20.507	5.411	0.654	3.8	31.4		0.8	
250	7000	1250	0.4	20.927	5.633	0.557	3.7	37.6	20.527	5.348	0.747	3.8	27.5		0.7	
250	7000	1250	0.5	20.911	5.589	0.541	3.7	38.7	20.497	5.484	0.712	3.7	28.8		0.8	
250	7250	1250	0	21.740	5.762	0.581	3.8	37.4	21.224	5.701	0.674	3.7	31.5		0.9	
250	7250	1250	0.1	21.801	5.752	0.579	3.8	37.7	21.263	5.676	0.669	3.7	31.8		0.9	
250	7250	1250	0.2	21.721	5.668	0.593	3.8	36.6	21.442	5.642	0.677	3.8	31.7		0.9	
250	7250	1250	0.3	21.782	5.836	0.553	3.7	39.4	21.210	5.713	0.658	3.7	32.2		0.8	
250	7250	1250	0.4	21.733	5.675	0.560	3.8	38.8	21.212	5.732	0.697	3.7	30.4		0.8	
250	7250	1250	0.5	21.674	5.845	0.539	3.7	40.2	21.558	5.637	0.620	3.8	34.8		0.9	
250	7500	1250	0	22.686	5.983	0.592	3.8	38.3	21.973	5.805	0.625	3.8	35.2		0.9	
250	7500	1250	0.1	22.844	5.968	0.619	3.8	36.9	21.968	5.856	0.654	3.8	33.6		0.9	
250	7500	1250	0.2	22.476	5.847	0.549	3.8	40.9	21.970	5.829	0.650	3.8	33.8		0.8	
